wikidataID,name,country,field,wiki_title_vi,wiki_url_vi,summary_vi,image
Q25816687,Kathryn Hess,USA,toán học,,,,
Q22582935,Géza Schay,USA,toán học,G%C3%A9za_Schay,,,
Q16204372,Yoon Ha Lee,USA,toán học,,,,
Q28086043,David Rindskopf,USA,toán học,,,,
Q19564434,Birgit Speh,USA,toán học,,,,
Q19564363,Irina Mitrea,USA,toán học,,,,
Q18638094,Lucjan Siewierski,USA,toán học,,,,
Q18719213,Barbara L. Osofsky,USA,toán học,,,,
Q18719188,Ellen Kirkman,USA,toán học,,,,
Q18719167,Ruth Charney,USA,toán học,,,,
Q25408247,Julena Steinheider Duncombe,USA,toán học,,,,
Q23074259,Ida Martha Metcalf,USA,toán học,,,,
Q18422134,David Chudnovsky,USA,toán học,,,,
Q17489531,Carolyn Eisele,USA,toán học,,,,
Q21607990,Wealthy Babcock,USA,toán học,,,,
Q18808567,Satyan Devadoss,USA,toán học,,,,
Q18978089,Tara S. Holm,USA,toán học,,,,
Q18977799,Maria-Carme Calderer,USA,toán học,,,,
Q20798853,Ralph Louis Cohen,USA,toán học,,,,
Q16143487,Raymond J. Carroll,USA,toán học,,,,
Q20563160,Tepper Gill,USA,toán học,,,,
Q28104219,Robert Guralnick,USA,toán học,,,,
Q19321847,Emma Previato,USA,toán học,,,,
Q17279181,Richard L. Bishop,USA,toán học,,,,
Q18911290,Harris Hancock,USA,toán học,,,,
Q19664665,Jill P. Mesirov,USA,toán học,,,,
Q19665138,Helen Brewster Owens,USA,toán học,,,,
Q21523564,Albert Edrei,USA,toán học,,,,
Q19666513,Paul C. Yang,USA,toán học,,,,
Q18352608,Ivar Stakgold,USA,toán học,,,,
Q17006460,Emilie Martin,USA,toán học,,,,
Q18350805,Alan Tucker,USA,toán học,,,,
Q18655751,Tim Cochran,USA,toán học,,,,
Q23585442,Olive Jean Dunn,USA,toán học,,,,
Q27825343,Thomas Caywood,USA,toán học,,,,
Q18280917,Francis Su,USA,toán học,,,,
Q29268511,Deanna Needell,USA,toán học,,,,
Q19414005,Maximilian Herzberger,USA,toán học,,,,
Q18921743,Mark Freidlin,USA,toán học,,,,
Q18921849,Joel David Hamkins,USA,toán học,,,,
Q29452975,Deanna Haunsperger,USA,toán học,,,,
Q19600140,Jeff Weld,USA,toán học,,,,
Q16939375,Eric Zaslow,USA,toán học,,,,
Q21558134,John Pardon,USA,toán học,,,,
Q24259856,Marta Lewicka,USA,toán học,,,,
Q22915129,Dorothy Vaughan,USA,toán học,,,,
Q20085728,Suzanne Lenhart,USA,toán học,,,,
Q19520518,Andrea R. Nahmod,USA,toán học,,,,
Q19423749,Foster Ellenborough Lascelles Beal,USA,toán học,,,,
Q24844420,Bernard Epstein,USA,toán học,,,,
Q17521223,Amir Dembo,USA,toán học,,,,
Q16946116,Edray Herber Goins,USA,toán học,,,,
Q16561397,Jan W. Jaworowski,USA,toán học,,,,
Q21816299,Patricia Hersh,USA,toán học,,,,
Q19864835,J. Nathan Kutz,USA,toán học,,,,
Q21062242,Gerald Schwarz,USA,toán học,,,,
Q5292221,Don Berry,USA,toán học,,,,
Q6182700,Jerome Goldstein,USA,toán học,,,,
Q5571348,Gloria Conyers Hewitt,USA,toán học,,,,
Q4963987,Brian Hayes,USA,toán học,,,,
Q5396005,Ervand Kogbetliantz,USA,toán học,,,,
Q5081733,Charles Poynton,USA,toán học,,,,
Q5134003,Clint Sprott,USA,toán học,,,,
Q4449893,Daina Taimiņa,USA,toán học,Daina_Taimi%C5%86a,,,
Q5993561,Igor Pak,USA,toán học,,,,
Q5549145,Gerald Folland,USA,toán học,,,,
Q4505456,Lloyd N. Trefethen,USA,toán học,,,,
Q5082200,Charles Royal Johnson,USA,toán học,,,,
Q3710550,Al Hibbs,USA,toán học,,,,
Q3710499,Jenny Harrison,USA,toán học,,,,
Q5486970,Frank Grosshans,USA,toán học,,,,
Q4889086,Benjamin Osgood Peirce,USA,toán học,,,,
Q6118560,Jacob E. Goodman,USA,toán học,,,,
Q4799194,Arthur J. Lohwater,USA,toán học,,,,
Q5591426,Christopher I. Byrnes,USA,toán học,,,,
Q5591406,Grace Wahba,USA,toán học,,,,
Q4509578,Mary L. Boas,USA,toán học,,,,
Q4945336,Boris Mordukhovich,USA,toán học,,,,
Q5217855,Daniel L. Stein,USA,toán học,,,,
Q4754971,Andrea Bertozzi,USA,toán học,,,,
Q5294582,Donald J. Newman,USA,toán học,,,,
Q4757822,Andrew M. Bruckner,USA,toán học,,,,
Q3893370,Richard Schwartz,USA,toán học,,,,
Q4893562,Bernard R. Goldstein,USA,toán học,,,,
Q5302097,Douglas West,USA,toán học,,,,
Q4027104,Maciej Zworski,USA,toán học,,,,
Q5619651,Guofang Wei,USA,toán học,,,,
Q4797444,Artemas Martin,USA,toán học,,,,
Q4711067,Albert R. Meyer,USA,toán học,,,,
Q4759688,Andrzej Piotr Ruszczyński,USA,toán học,Andrzej_Piotr_Ruszczy%C5%84ski,,,
Q3731610,Erich Leo Lehmann,USA,toán học,,,,
Q5222807,Darinka Dentcheva,USA,toán học,,,,
Q5669903,Harry Huskey,USA,toán học,,,,
Q5410328,Euphemia Haynes,USA,toán học,,,,
Q5362757,Elizabeth Fennema,USA,toán học,,,,
Q3893410,Benson Farb,USA,toán học,,,,
Q6175819,Jeffrey Adams,USA,toán học,,,,
Q5567592,Glen Baxter,USA,toán học,,,,
Q4762761,Angeline Stickney,USA,toán học,,,,
Q6118639,Jacob Fox,USA,toán học,,,,
Q4466506,Valentin Turchin,USA,toán học,,,,
Q5489730,Frank Ludwig Spitzer,USA,toán học,,,,
Q5364875,Ellen Hayes,USA,toán học,,,,
Q5515594,Gabriel D. Carroll,USA,toán học,,,,
Q5144840,Colin Adams,USA,toán học,,,,
Q5649211,Hanno Rund,USA,toán học,,,,
Q5228312,Dave Bayer,USA,toán học,,,,
Q5090730,Chen Chung Chang,USA,toán học,,,,
Q5416985,Everett C. Dade,USA,toán học,,,,
Q5369117,Emanuel Parzen,USA,toán học,,,,
Q6176363,Jeffrey Yi-Lin Forrest,USA,toán học,,,,
Q6176590,Jekuthiel Ginsburg,USA,toán học,,,,
Q5584189,Gopal Prasad,USA,toán học,,,,
Q3819070,Mikhail Lyubich,USA,toán học,,,,
Q4662337,Aaron Pixton,USA,toán học,,,,
Q5231863,David Buchsbaum,USA,toán học,,,,
Q4719317,"Alexander Kirillov, Jr.",USA,toán học,Alexander_Kirillov%2C_Jr.,,,
Q4720833,Alexandre Eremenko,USA,toán học,,,,
Q6133274,James Earl Baumgartner,USA,toán học,,,,
Q5234266,David Goss,USA,toán học,David Goss,https://vi.wikipedia.org/wiki/David_Goss,"David Mark Goss (sinh năm 1952 – mất ngày 4 tháng 4 năm 2017) là một nhà toán học, một giáo sư khoa toán học tại Đại học Tiểu bang Ohio, và là tổng biên tập của Journal of Number Theory. Ông nhận bằng cử nhân toán học vào năm 1973 tại Đại học Michigan và bằng tiến sĩ năm 1977 tại Đại học Harvard dưới sự giám sát của Barry Mazur; trước khi gia nhập Đại học Tiểu bang Ohio, ông đảm nhiệm các vị trí ở Đại học Princeton, Harvard, Đại học California tại Berkeley, và Đại học Brandeis. Ông đã làm việc trên các lĩnh vực chức năng và giới thiệu Goss zeta function.
Năm 2012, ông trở thành thành viên của Hội Toán học Hoa Kỳ.


== Sách ==
Goss, David (1996), Basic structures of function field arithmetic, Ergebnisse der Mathematik und ihrer Grenzgebiete (3) [Results in Mathematics and Related Areas (3)], quyển 35, Berlin, New York: Springer-Verlag, ISBN 978-3-540-61087-8, MR 1423131


== Giấy tờ ==
""The algebraist's upper half-plane"". Bull. Amer. Math. Soc. (N.S.). Quyển 2 số 3. 1980. tr. 391–415. doi:10.1090/s0273-0979-1980-14751-5. MR 0561525.
""A simple approach to the analytic continuation and values at negative integers for Riemann's zeta function"". Proc. Amer. Math. Soc. Quyển 81 số 4. 1981. tr. 513–517. doi:10.1090/s0002-9939-1981-0601719-8. MR 0601719.
""Units and class-groups in the arithmetic theory of function fields"". Bull. Amer. Math. Soc. (N.S.). Quyển 13 số 2. 1985. tr. 131–132. doi:10.1090/s0273-0979-1985-15395-9. MR 0799794.
""A formal Mellin transform in the arithmetic of function fields"". Trans. Amer. Math. Soc. Quyển 327 số 2. 1991. tr. 567–582. doi:10.1090/s0002-9947-1991-1041048-5. MR 1041048.


== Tham khảo ==


== Website chính thức ==
Home page Lưu trữ ngày 2 tháng 1 năm 2011 tại Wayback Machine of David Goss
David Goss on MathSciNet",https://upload.wikimedia.org/wikipedia/commons/6/60/David_Goss.jpg
Q6202052,Jinchao Xu,USA,toán học,,,,
Q6076406,Isaac Greenwood,USA,toán học,,,,
Q5722840,Henry Helson,USA,toán học,,,,
Q5325813,Earl David Rainville,USA,toán học,,,,
Q6074815,Irving Stringham,USA,toán học,,,,
Q4216313,William Karush,USA,toán học,,,,
Q3740791,Gábor J. Székely,USA,toán học,G%C3%A1bor_J._Sz%C3%A9kely,,,
Q4723388,Alfred S. Posamentier,USA,toán học,,,,
Q5496206,Fred S. Roberts,USA,toán học,,,,
Q6105927,J. Halcombe Laning,USA,toán học,,,,
Q6076530,Isaac Husik,USA,toán học,,,,
Q4867166,Basil Gordon,USA,toán học,,,,
Q5497324,Frederick Bagemihl,USA,toán học,,,,
Q6162792,Jason John Nassau,USA,toán học,,,,
Q3828462,Jill Pipher,USA,toán học,,,,
Q6078352,Isador M. Sheffer,USA,toán học,,,,
Q5606612,Gregg Zuckerman,USA,toán học,,,,
Q3828702,Steven Kerckhoff,USA,toán học,,,,
Q4057078,Matest M. Agrest,USA,toán học,Matest M. Agrest,https://vi.wikipedia.org/wiki/Matest_M._Agrest,,
Q4260365,Vladimir Lefebvre,USA,toán học,,,,
Q5385746,Erez Lieberman Aiden,USA,toán học,,,,
Q4334178,Denison Olmsted,USA,toán học,,,,
Q4334481,Vadim Olshevsky,USA,toán học,,,,
Q5220231,Danny Cohen,USA,toán học,,,,
Q5077515,Charles F. Dunkl,USA,toán học,,,,
Q5077563,Charles F. Van Loan,USA,toán học,,,,
Q3956787,John Wesley Young,USA,toán học,,,,
Q5543437,George Piranian,USA,toán học,,,,
Q5483120,Michael Loss,USA,toán học,,,,
Q5524834,Gary Chartrand,USA,toán học,,,,
Q4790558,Arif Zaman,USA,toán học,,,,
Q4792233,Arlie Petters,USA,toán học,,,,
Q5342078,Edward Burger,USA,toán học,,,,
Q5129285,Claudia Zaslavsky,USA,toán học,,,,
Q4647428,A.V. Balakrishnan,USA,toán học,,,,
Q4300810,Donald Burkholder,USA,toán học,,,,
Q66013182,Glen Weyl,USA,toán học,,,,
Q55825345,William J. Firey,USA,toán học,,,,
Q90255464,Alan F. Karr,USA,toán học,,,,
Q61865588,Stephen Doty,USA,toán học,,,,
Q59613495,Gregory Berkolaiko,USA,toán học,,,,
Q56000566,Fred Pyrczak,USA,toán học,,,,
Q57609494,Ryan R. Martin,USA,toán học,,,,
Q64830828,Mark E. Saul,USA,toán học,,,,
Q95001744,Rafe Mazzeo,USA,toán học,,,,
Q64027003,Tamás Terlaky,USA,toán học,Tam%C3%A1s_Terlaky,,,
Q56223077,Jeanne N. Clelland,USA,toán học,,,,
Q55739798,John Gregory,USA,toán học,,,,
Q59209521,Ralph B. D'Agostino Sr.,USA,toán học,Ralph_B._D%27Agostino_Sr.,,,
Q91735910,Sebastien Roch,USA,toán học,,,,
Q67181404,Roberta G. Poland,USA,toán học,,,,
Q65115183,Bruce Reznick,USA,toán học,,,,
Q94914560,Charles A. Swanson,USA,toán học,,,,
Q62935367,Christopher Portier,USA,toán học,,,,
Q93248068,James D. Gwartney,USA,toán học,,,,
Q93432000,Maurice D. Weir,USA,toán học,,,,
Q93433692,Armen H. Zemanian,USA,toán học,,,,
Q56949613,Ranee Brylinski,USA,toán học,,,,
Q58494998,Julie Bergner,USA,toán học,,,,
Q58495305,Elena Marchisotto,USA,toán học,,,,
Q64578503,Donovan A. Johnson,USA,toán học,,,,
Q82931663,Elmer Adelbert Lyman,USA,toán học,,,,
Q64170742,Benjamin S. Duran,USA,toán học,,,,
Q68111246,Michael Stillman,USA,toán học,,,,
Q56248022,Theodore J. Rivlin,USA,toán học,,,,
Q63866129,David Spivak,USA,toán học,,,,
Q66731374,Jeff Edmonds,USA,toán học,,,,
Q73429129,Thomas Brylawski,USA,toán học,,,,
Q57324613,Bernard Russell Gelbaum,USA,toán học,,,,
Q58885799,Dora Musielak,USA,toán học,,,,
Q61642840,Patrick X. Gallagher,USA,toán học,,,,
Q57915922,Pamela Gorkin,USA,toán học,,,,
Q63441022,Michael Maltenfort,USA,toán học,,,,
Q62112656,Gizem Karaali,USA,toán học,,,,
Q92970069,Orly Alter,USA,toán học,,,,
Q56888992,Steve Butler,USA,toán học,,,,
Q64690943,Joseph G. Ibrahim,USA,toán học,,,,
Q56651275,Jennifer Balakrishnan,USA,toán học,,,,
Q66584184,Rosa Orellana,USA,toán học,,,,
Q70554617,Ágnes Szendrei,USA,toán học,%C3%81gnes_Szendrei,,,
Q85554686,Amy Langville,USA,toán học,,,,
Q55627522,Philip Gressman,USA,toán học,,,,
Q55162871,Robert L. Brabenec,USA,toán học,,,,
Q58416624,Irena Swanson,USA,toán học,,,,
Q60845458,Marian Pour-El,USA,toán học,,,,
Q82780191,Sarah J. Greenwald,USA,toán học,,,,
Q56876402,Kristy Tiampo,USA,toán học,,,,
Q58303202,Mark Sapir,USA,toán học,,,,
Q58305083,Saly Ruth Ramler,USA,toán học,,,,
Q81956976,Wilhelm Schlag,USA,toán học,,,,
Q102132257,William M. Boothby,USA,toán học,,,,
Q7931955,Vincent Moncrief,USA,toán học,,,,
Q983561,Carl Benjamin Boyer,USA,toán học,,,,
Q102137332,Bernadette Mullins,USA,toán học,,,,
Q102137520,Francis Clyde Oglesby,USA,toán học,,,,
Q7933817,Virgil Snyder,USA,toán học,,,,
Q11007940,Jeff Dinitz,USA,toán học,,,,
Q957316,Ciprian Foias,USA,toán học,,,,
Q957282,Michael Aizenman,USA,toán học,,,,
Q950897,Yakov Sinai,USA,toán học,Yakov Sinai,https://vi.wikipedia.org/wiki/Yakov_Sinai,"Yakov Grigorevich Sinai ( tiếng Nga: Я́ков Григо́рьевич Сина́й; sinh ngày 21 tháng 9 năm 1935) là một nhà toán học người Mỹ gốc Nga được biết đến với những công trình nghiên cứu về hệ động lực học. Ông đã đóng góp vào lý thuyết hệ metric hiện đại về hệ động lực học và kết nối thế giới của các hệ (động lực học) tất định với thế giới của các hệ ngẫu nhiên. Ông cũng nghiên cứu về vật lý toán và lý thuyết xác suất. Những nỗ lực của ông đã tạo nền tảng cho những tiến bộ trong khoa học vật lý.
Sinai đã giành được một số giải thưởng danh giá bao gồm Giải thưởng Nemmers, Giải thưởng Wolf về Toán học và Giải thưởng Abel. Ông là giáo sư toán học tại Đại học Princeton từ năm 1993 và giữ chức vụ Nghiên cứu viên cao cấp tại Viện Vật lý lý thuyết Landau ở Moscow, Nga.


== Sự nghiệp ==
Yakov Grigorevich Sinai sinh ra trong một gia đình khoa bảng người Nga gốc Do Thái vào ngày 21 tháng 9 năm 1935 tại Matxcova, Liên Xô (nay là Nga). Cha mẹ của ông, Nadezda Kagan và Gregory Sinai, đều là nhà vi sinh vật học. Ông nội của ông, Veniamin Kagan, là trưởng bộ môn Hình học Vi phân tại Đại học Tổng hợp Moscow và là người có ảnh hưởng lớn đến cuộc đời của Sinai.
Sinai nhận bằng cử nhân và thạc sĩ tại Đại học Tổng hợp Moskva. Năm 1960, ông lấy bằng tiến sĩ, cũng tại trường này dưới sự hướng dẫn của Andrey Kolmogorov. Cùng với Kolmogorov, ông đã chỉ ra rằng ngay cả đối với các hệ động lực học ""không thể đoán trước"", mức độ không thể đoán trước của chuyển động có thể được mô tả bằng toán học. Theo ý tưởng của họ, nay được gọi là Kolmogorov - Sinai entropy, một hệ có entropy bằng không là hoàn toàn có thể dự đoán được, trong khi một hệ có entropy khác 0 có một yếu tố không thể đoán trước liên quan trực tiếp đến lượng entropy.
Năm 1963, Sinai đưa ra ý tưởng về hệ bida động lực, còn được gọi là ""bida Sinai"". Trong hệ lý tưởng hóa này, một chất điểm dội xung quanh bên trong một khung hình vuông mà không bị mất năng lượng. Bên trong hình vuông là một vòng tường tròn, mà hạt cũng sẽ dội lại. Ông đã chứng minh rằng đối với hầu hết quỹ đạo ban đầu của bóng, hệ thống này là ergodic, có nghĩa là, sau một thời gian dài, lượng thời gian mà bóng sẽ tiêu tốn trong bất kỳ khu vực nhất định trên bề mặt của bàn xấp xỉ tỉ lệ với diện tích của vùng đó. Đó là lần đầu tiên có người chứng minh một hệ thống động là ổn định.
Cũng trong năm 1963, Sinai đã công bố một lời giải của giả thuyết ergodic cho một khí gồm n hình cầu cứng được giới hạn trong một chiếc hộp. Tuy nhiên, lời giải hoàn chỉnh chưa bao giờ được công bố, và vào năm 1987, Sinai tuyên bố rằng lời giải của ông là chưa trọn vẹn. Vấn đề này vẫn còn bỏ ngỏ cho đến ngày nay.
Những đóng góp khác trong toán học và vật lý toán học bao gồm những nền tảng vững chắc của phương pháp nhóm tái chuẩn hóa Kenneth Wilson, phương pháp đã dẫn đến giải Nobel Vật lý của Wilson năm 1982, các độ đo Gibbs trong lý thuyết ergodic, phân hoạch Markov hyperbolic, lời giải về sự tồn tại của động lực học Hamilton cho các hệ vô hạn hạt theo ý tưởng ""động lực học cụm"", mô tả các toán tử Schrödinger rời rạc bằng cách xác định các hàm riêng, phân hoạch Markov cho hệ bida và bản đồ Lorenz (cùng với Bunimovich và Chernov), một phương pháp giải quyết chặt chẽ cho sự dưới khuếch tán trong động lực học, xác minh tiệm cận phân phối Poisson của khoảng trống mức năng lượng cho một loại hệ thống động lực học tích hợp, và phiên bản khác cho phương trình Navier-Stokes của ông cùng với Khanin, Mattingly và Li.
Từ năm 1960 đến năm 1971, Sinai là nghiên cứu viên trong Phòng thí nghiệm các phương pháp thống kê và xác suất tại Đại học Tổng hợp Moskva. Năm 1971, ông nhận lời làm nghiên cứu viên cao cấp tại Viện Vật lý lý thuyết Landau ở Nga, đồng thời tiếp tục giảng dạy tại Đại học Tổng hợp Moskva. Ông phải đợi đến năm 1981 mới thành giáo sư tại trường này, có thể là do ông đã ủng hộ nhà thơ bất đồng chính kiến, nhà toán học và nhà hoạt động nhân quyền Alexander Esenin-Volpin vào năm 1968.
Từ năm 1993, Sinai là giáo sư toán học tại Đại học Princeton, trong khi vẫn giữ chức vụ của mình tại Viện Landau. Trong năm học 1997–98, ông là Giáo sư Thomas Jones tại Princeton, và năm 2005, ông là Học giả Xuất sắc Moore tại Viện Công nghệ California.
Năm 2002, Sinai giành giải thưởng Nemmers cho công trình ""cách mạng hóa"" hệ thống động lực học, cơ học thống kê, lý thuyết xác suất và vật lý thống kê. Năm 2005, Moscow Mathematical Journal dành riêng một số báo về Sinai, và đã viết rằng ""Yakov Sinai là một trong những nhà toán học vĩ đại nhất của thời đại chúng ta... sự nhiệt tình khoa học đặc biệt của ông ấy đã truyền cảm hứng cho nhiều thế hệ nhà khoa học trên khắp thế giới.""
Năm 2013, Sinai nhận giải Leroy P. Steele cho thành tựu trọn đời.
Năm 2014, Viện Hàn lâm Khoa học và Văn học Na Uy đã trao cho ông Giải thưởng Abel vì những đóng góp của ông trong các hệ thống động lực học, lý thuyết ergodic và vật lý toán. Giới thiệu giải thưởng, Jordan Ellenberg cho biết Sinai đã giải quyết các vấn đề vật lý trong thế giới thực ""với tâm hồn của một nhà toán học"". Ông ca ngợi các công cụ do Sinai phát triển, chứng minh rằng các hệ thống trông khác nhau trên thực tế có thể có những điểm tương đồng cơ bản như thế nào. Giải thưởng đi kèm với 6 triệu krone Na Uy, tương đương 1 triệu đô la Mỹ hoặc 600.000 bảng Anh vào thời điểm đó. Ông cũng được giới thiệu vào Viện Hàn lâm Khoa học và Văn học Na Uy.


== Chú thích ==",https://upload.wikimedia.org/wikipedia/commons/3/34/Yakov_G_Sinai_photo.jpg
Q102142550,Stephen E. Rodabaugh,USA,toán học,,,,
Q7648693,Susanna S. Epp,USA,toán học,,,,
Q102144517,Mildred L. Stancl,USA,toán học,,,,
Q957416,Solomon Feferman,USA,toán học,,,,
Q7910869,Valentina Harizanov,USA,toán học,,,,
Q102146135,Mark J. Schervish,USA,toán học,,,,
Q8060007,Yuan-Shih Chow,USA,toán học,,,,
Q102146955,Donald George Babbitt,USA,toán học,,,,
Q1115371,János Kollár,USA,toán học,J%C3%A1nos_Koll%C3%A1r,,,
Q102147921,Douglas Cenzer,USA,toán học,,,,
Q102148831,John Anthony Miller,USA,toán học,,,,
Q950146,Clifford Truesdell,USA,toán học,,,,
Q96336485,Helen Mary Clark,USA,toán học,,,,
Q97171425,Thomas Goodwillie,USA,toán học,,,,
Q8460832,Liu Gang,USA,toán học,,,,
Q102154090,James Kuelbs,USA,toán học,,,,
Q9288205,Henry Hiż,USA,toán học,Henry_Hi%C5%BC,,,
Q9012529,Jon Bentley,USA,toán học,,,,
Q8062151,Yuval Flicker,USA,toán học,,,,
Q102158255,Theodore Henry Brown,USA,toán học,,,,
Q970401,Karl-Ludwig Stellmacher,USA,toán học,,,,
Q7459199,Seymour Lipschutz,USA,toán học,,,,
Q102161212,E. Leonard Arnoff,USA,toán học,,,,
Q7503434,Shrawan Kumar,USA,toán học,,,,
Q8987870,Tai-Ping Liu,USA,toán học,,,,
Q100390617,Elyn K. Rykken,USA,toán học,,,,
Q9071176,Mei-Chi Shaw,USA,toán học,,,,
Q7555525,Sol Garfunkel,USA,toán học,,,,
Q7648025,Susan Jane Cunningham,USA,toán học,,,,
Q102166380,Christopher M. Kribs,USA,toán học,,,,
Q1160901,Daniel Gorenstein,USA,toán học,,,,
Q96242572,Nicholas P. Jewell,USA,toán học,,,,
Q1143841,Cumrun Vafa,USA,toán học,,,,
Q951276,Nathan Jacobson,USA,toán học,,,,
Q97579551,Aristotle Michal,USA,toán học,,,,
Q991805,Menahem Max Schiffer,USA,toán học,,,,
Q7674475,Tadeusz Iwaniec,USA,toán học,,,,
Q7558609,Solomon Gandz,USA,toán học,,,,
Q7789604,Thomas Fiske,USA,toán học,,,,
Q10365190,Ruel Vance Churchill,USA,toán học,,,,
Q96097412,Anthony Ralston,USA,toán học,,,,
Q973595,Ralph Abraham,USA,toán học,,,,
Q951395,Herbert Robbins,USA,toán học,,,,
Q951409,Georg Kreisel,USA,toán học,,,,
Q8016938,William Pitt Durfee,USA,toán học,,,,
Q7610495,Stephen Semmes,USA,toán học,,,,
Q7610848,Stephen Wiggins,USA,toán học,,,,
Q8017979,William S. Massey,USA,toán học,,,,
Q11099505,Mike Develin,USA,toán học,,,,
Q10307889,John Robert Kline,USA,toán học,,,,
Q102078534,Kumbakonam Ramamani Rajagopal,USA,toán học,,,,
Q7918205,Veeravalli S. Varadarajan,USA,toán học,,,,
Q95204515,Lynn H. Erbe,USA,toán học,,,,
Q102080025,Paul E. Sacks,USA,toán học,,,,
Q951285,David Widder,USA,toán học,,,,
Q102083445,Edward Anton Bender,USA,toán học,,,,
Q951593,Gregory Chudnovsky,USA,toán học,,,,
Q1063878,Charles C. Pugh,USA,toán học,,,,
Q7978979,Webster Wells,USA,toán học,,,,
Q1035425,Herbert Wilf,USA,toán học,,,,
Q963275,Fischer Black,USA,toán học,,,,
Q11101827,Lizhen Ji,USA,toán học,,,,
Q11102007,Jay Kappraff,USA,toán học,,,,
Q11102201,Jack Kiefer,USA,toán học,,,,
Q7614740,Steven Gaal,USA,toán học,,,,
Q7615412,Steven Zucker,USA,toán học,Steven Zucker,https://vi.wikipedia.org/wiki/Steven_Zucker,"Steven Mark Zucker (12 tháng 9 năm 1949 – 13 tháng 9 năm 2019) là một nhà toán học người Mỹ, người đã đưa ra giả thuyết Zucker. Giả thuyết mà ông đưa ra đã được chứng minh theo những cách khác nhau bởi Eduard Looijenga (1988) và Leslie Saper cùng với Mark Stern (1990).
Zucker hoàn thành chương trình Tiến sĩ vào năm 1974 tại Đại học Princeton với sự hướng dẫn của Spencer Bloch. Ông đã nghiên cứu với David A. Cox và tạo ra Máy Cox–Zucker.
Ông làm việc tại Khoa Toán học tại Đại học Johns Hopkins. Năm 2012, ông trở thành hội viên của Hội Toán học Hoa Kỳ.


== Thư mục ==
Cox, David A.; Zucker, Steven (1979), ""Intersection numbers of sections of elliptic surfaces"", Inventiones Mathematicae, 53 (1): 1–44, Bibcode:1979InMat..53....1C, doi:10.1007/BF01403189, MR 0538682, S2CID 15130840
Looijenga, Eduard (1988). ""L2-cohomology of locally symmetric varieties"". Compositio Mathematica. Quyển 67 số 1. tr. 3–20. MR 0949269.
Saper, Leslie; Stern, Mark L2-cohomology of arithmetic varieties, Annals of Mathematics (2) 132 (1990), no. 1, 1–69. MR1059935
Zucker, Steven (1977). ""The Hodge conjecture for cubic fourfolds"". Compositio Mathematica. Quyển 34 số 2. tr. 199–209. MR 0453741.
Zucker, Steven (1978). ""Théorie de Hodge à coefficients dégénérescents"". Comptes rendus de l'Académie des Sciences. Quyển 286. tr. 1137–1140.
Zucker, Steven (1979). ""Hodge theory with degenerating coefficients: L2-cohomology in the Poincaré metric"". Annals of Mathematics. Quyển 109 số 3. tr. 415–476. doi:10.2307/1971221. JSTOR 1971221.
Zucker, Steven (1982). ""L2-cohomology of warped products and arithmetic groups"". Inventiones Mathematicae. Quyển 70 số 2. tr. 169–218. Bibcode:1982InMat..70..169Z. doi:10.1007/BF01390727. S2CID 121348276.


== Tham khảo ==


== Liên kết ngoài ==
Steven Zucker tại Dự án Phả hệ Toán học
""Official home page"". Bản gốc lưu trữ ngày 3 tháng 2 năm 2020. Truy cập ngày 2 tháng 2 năm 2024.",
